row_index,doc_id,question,answer,true_label,predicted_label,verdict,entailment_score,neutral_score,contradiction_score,max_similarity,retrieved_context,is_correct,error_type,verdict_detail
442,omron_monitor.pdf,In which section of the manual can one find explanations for icons and error messages?,4.2 The Icons and Error Messages ........... 12,1,1,UNCERTAIN,0.0,1.0,0.0,0.6766749620437622,[UNSUPPORTED] max_sim=0.677 < threshold=0.7,True,TP,UNCERTAIN
443,electrolux_oven.pdf,What kind of dishes can I use for roasting?,Any ceramic or glass ovenware is suitable for roasting.,1,1,HALLUCINATION,0.1539,0.0062,0.8399,0.813,operating the oven electrolux 17 Grill set The grill set consists of grill and roasting pan. The grill can used on both sides. Warning: There is a risk of burning when removing the rosting pan from the hot oven! Inserting the grill tray underneath: The grill tray rests in the roasting pan. Push the roasting pan between the guide bars of the selected oven level. For roasting larger joints of meat or poultry on one oven shelf. Inserting the grill tray on top: The grill tray rests on the roasting p,True,TP,HALLUCINATION
444,ford_mach_e.pdf,How do I start the car using the backup start passcode if my phone isn't detected?,1. Press the brake pedal and the push\nbutton start. [...] a message appears on the\ntouchscreen and prompts you for your\nbackup start passcode.\n\n2. Use the touchscreen to enter your\nbackup start passcode.\n\n3. [...] press\nreturn within 30 seconds.\n\n4. [...] start your vehicle.,0,1,UNCERTAIN,0.8727,0.0064,0.1209,0.8603,"active on at least one phone to use a previously created backup start passcode. See Programming Your Phone (page 64). 1. Press the brake pedal and the push button start. If the system does not detect a valid phone as a key or remote control, a message appears on the touchscreen and prompts you for your backup start passcode. Note: The touchscreen times out after 30 seconds with no interaction. Note: If the backup start passcode screen does not appear, press the brake pedal and push button start ",False,FP,UNCERTAIN_LEANING_GROUNDED
445,samsung_phone_zfold.pdf,What is the minimum battery percentage required on the phone to use the Wireless power sharing feature?,minimum 30% battery,0,0,GROUNDED,0.9921,0.0014,0.0065,0.8011,"place the compatible device on the back of the phone to charge. A notification sound or vibration occurs when charging begins. NOTE Wireless power sharing works with most Qi-Certified devices. Requires minimum 30% battery to share. Speed and power efficiency of charge varies by device. May not work with some accessories, covers, or other manufacturer’s devices. If you have trouble connecting or charging is slow, remove any cover from each device. For best results when using Wireless power sharin",True,TN,GROUNDED
446,laptop_lenovo_tc_x1.pdf,Is it safe to use a power adapter that has corrosion on its AC input pins?,Do not use any power adapter that shows corrosion at the dc output pins,1,1,HALLUCINATION,0.0314,0.003,0.9656,0.8479,"Japanese power cord and power adapter description Extension cords and related devices Ensure that extension cords, surge protectors, uninterruptible power supplies, and power strips that you use are rated to handle the electrical requirements of the product. Never overload these devices. If power strips are used, the load should not exceed the power strip input rating. Consult an electrician for more information if you have questions about power loads, power requirements, and input ratings. Plug",True,TP,HALLUCINATION
447,lg_home_theater.pdf,"What specific hazard may result from using controls, adjustments, or procedures other than those specified in the manual?",thermal radiation exposure,1,1,UNCERTAIN,0.6977,0.0106,0.2917,0.7261,"harmful interference unless the modifications are expressly approved in the instruction manual. The user could lose the authority to operate this equipment if an unauthorized change or modification is made. REGULATORY INFORMATION: FCC Part 15 This equipment has been tested and found to comply with the limits for a Class B digital device, pursuant to Part 15 of the FCC Rules. These limits are designed to provide reasonable protection against harmful interference in a residential installation. Thi",True,TP,UNCERTAIN_LEANING_GROUNDED
448,lg_home_theater.pdf,What are the external dimensions (W x H x D) of the main unit?,168 x 253 x 265 mm,1,1,UNCERTAIN,0.0,1.0,0.0,0.627936840057373,[UNSUPPORTED] max_sim=0.628 < threshold=0.7,True,TP,UNCERTAIN
449,prusa_3d-printer.pdf,What precaution must be taken before performing printer calibration regarding the print sheet?,The print sheet must be installed onto the printer before the calibration!!!,0,0,GROUNDED,0.9824,0.0023,0.0153,0.8055,"4.10.3. Nozzle moves too high/low, or extrudes plastic outside the print area Solution: Make sure that the print sheet is properly installed and that nothing is blocking the X/Y/Z axes. If the print sheet is not installed properly (e.g., it's not aligned with the heatbed), it may cause various printing issues. Make sure that nothing is obstructing the movement of the axes and that all packaging material and transport fixations have been removed from the printer. Run the Auto Home calibration fro",True,TN,GROUNDED
450,lg_home_theater.pdf,What happens if I press 'SLEEP' while the sleep time is already displayed?,the SLEEP time is reset.,0,0,GROUNDED,0.9393,0.01,0.0507,0.7975,"Installation and Setup Setting the Clock 1. Press CLOCK. 2. Select a 24 hour time system or a 12 hour time system by tapping ./>. 3. Press SET to confirm the selected hour time system. 4. Tap ./> on the front panel to set the correct hours. 5. Press SET. 6. Tap ./> on the front panel to set the correct minutes. 7. Press SET and the correct time is shown on the display window. 8. Press CLOCK at any time to display the time for about 5 seconds. Note: If you want to reset the clock, press and hold ",True,TN,GROUNDED
451,apple_watch.pdf,What happens if Apple Watch SE or Series 4 (or later) detects a hard fall and the user is immobile for about a minute?,"it will tap your wrist, sound an alarm, and then attempt to call emergency services after about 30 seconds of immobility.",1,1,HALLUCINATION,0.2803,0.0086,0.7111,0.8505,"turn off wrist detection, Apple Watch SE and Apple Watch Series 4 and later won’t automatically attempt to call emergency services even after it has detected a hard impact fall. 3. Choose “Always on” to have fall detection on at all times, or “Only on during workouts” to have fall detection on only when you’ve started a workout. If you’re between age 18 and 55, and setting up a new Apple Watch with watchOS 8.1 or later, fall detection during workouts is turned on automatically. If you upgrade yo",True,TP,HALLUCINATION
452,nintendo_2ds_xl.pdf,What happens if I turn the power off? Will StreetPass still work?,"If you turn the power off or disable wireless communication, the system cannot communicate (page 24).",0,0,GROUNDED,0.9895,0.0019,0.0086,0.7229,"vary depending on the game you are playing.) Tag mode is only active when the system is in Sleep Mode while the software and tag mode feature are in use. When tag mode is in use, the StreetPass feature will not work for Nintendo 3DS software. • If you turn the power off or disable wireless communication, the system cannot communicate (page 24). • StreetPass may not be available depending on the play environment or the software you are using. StreetPass does not work if you are connected to the I",True,TN,GROUNDED
453,dji_mavic_pro.pdf,What is the function of the Flight Pause Button?,Press twice for emergency braking.,1,1,HALLUCINATION,0.2894,0.0056,0.705,0.7257,Aircraft Mavic Pro User Manual © 2017 DJI All Rights Reserved. Exit TapFly Use the following methods to exit TapFly: 1. Press the Flight Pause button on the remote controller. 2. Pull back the pitch stick on the remote controller for 3 seconds or above. 3. Tap “STOP” button on the screen. STOP Aircraft will stop and hover after exiting from TapFly. Tap a new target direction to continue flying or begin manual flight. ActiveTrack ActiveTrack allows you to mark and track a moving object on your mo,True,TP,HALLUCINATION
454,apple_watch.pdf,"If I don't respond to a notification when it arrives, where is it saved?",it’s saved in Notification Center,0,0,GROUNDED,0.9904,0.0018,0.0078,0.7472,"Apple Watch User Guide See notifications you haven’t responded to If you don’t respond to a notification when it arrives, it’s saved in Notification Center. A red dot at the top of your watch face shows you have an unread notification. To view it, follow these steps: 1. From the watch face, swipe down to open Notification Center. From other screens, touch and hold the top of the screen, then swipe down. Note: You can’t open Notification Center when viewing the Home Screen on your Apple Watch. In",True,TN,GROUNDED
455,apple_watch.pdf,What is the Bluetooth range required for the 'Unlock with iPhone' feature to work?,about 33 feet or 10 meters,0,0,GROUNDED,0.9916,0.0014,0.0071,0.7919,"Watch, tap Passcode, then turn on Unlock with iPhone. Your iPhone must be within normal Bluetooth range (about 33 feet or 10 meters) of your Apple Watch to unlock it. If Bluetooth is off on Apple Watch, enter the passcode on Apple Watch to unlock it. Tip: Your Apple Watch passcode can be different from your iPhone passcode—in fact, it’s better to use different passcodes.",True,TN,GROUNDED
456,tesla_model_s.pdf,Where is the emergency release button for the front trunk located?,An illuminated interior release button inside the front trunk\n\nallows a person locked inside to get out.,0,0,GROUNDED,0.9947,0.0011,0.0042,0.7678,"consider the vehicle's Gross Vehicle Weight Rating (GVWR) (see Specifications on page 207). The GVWR is the maximum allowable total mass of the vehicle including all passengers, fluids, and cargo. CAUTION: Never load more than 110 lbs (50 kg) in the front trunk. Doing so can cause damage. Interior Emergency Release An illuminated interior release button inside the front trunk allows a person locked inside to get out. Press the interior release button to unlatch the front trunk, then push up on t",True,TN,GROUNDED
457,lg_home_theater.pdf,What does the 'Panscan' display mode do?,Automatically displays the wide picture\\non the entire screen and cuts off the\\nportions that do not fit.,0,0,GROUNDED,0.9949,0.0009,0.0042,0.7695,Installation and Setup DISPLAY TV Aspect 4:3 – Select when a standard 4:3 TV is connected. 16:9 – Select when a 16:9 wide TV is connected. Display Mode The display Mode setting works only when the TV Aspect mode is set to “4:3”. Letterbox – Displays a wide picture with bands on the upper and lower portions of the screen. Panscan – Automatically displays the wide picture on the entire screen and cuts off the portions that do not fit. Progressive Scan Progressive Scan Video provides the highest qu,True,TN,GROUNDED
458,dyson_v12.pdf,Under what specific condition will the bin base fail to open during the emptying process?,The bin base won’t open if the red bin release button isn’t pushed down halfway.,1,1,UNCERTAIN,0.5817,0.0094,0.4089,0.7602,empty it as shown in the ‘Emptying your bin’ section. Press the red button located on the bin runner to release the bin and slide your bin off the runner. Only clean your bin with a damp cloth. Make sure that the bin and seals are completely dry before replacing. Cleaning your bin Remove your bin Refit your bin Overfilling your bin could result in inaccurate readings on the particle graph. Insert the spine on to the bin runner. Close your bin by pushing the bin base upwards until the bin and bin,True,TP,UNCERTAIN_LEANING_GROUNDED
459,prusa_3d-printer.pdf,What are the potential safety hazards if obstructions near the printer cause wear on cable sheaths?,"Worn cables can pose a risk (electric shock, overheating).",1,1,UNCERTAIN,0.6952,0.0191,0.2857,0.8416,"it to water or snow. Contact with water and other liquids can damage electronics, cause short circuits, and other types of damage. Always operate the printer in a dry environment. Place the printer in a secure, dry location. The surface must be level and stable—ideally, a workbench. Ensure there is at least 30 cm of space around the printer. Obstructions near the printer can affect its operation or cause excessive wear on cable sheaths or the cables themselves. Worn cables can pose a risk (elect",True,TP,UNCERTAIN_LEANING_GROUNDED
460,hilti_hammer.pdf,"What is the primary risk associated with inadvertent starting of the product during adjustments or accessory changes, as stated under 'Preparations at the workplace'?",Risk of burn!,1,0,GROUNDED,0.9397,0.0075,0.0528,0.7144,"into contact with a live wire, metal parts of the power tool can also become live, resulting in an electric shock. ▶Do not touch rotating parts – risk of injury! ▶Wear eye protection, a hard hat and ear protection and suitable respiratory protection while the product is in use. ▶Wear protective gloves when changing the accessory tool. Touching the accessory tool can result in cuts and burns. ▶Wear eye protection. Flying fragments can injure the body and eyes. ▶Dust produced by grinding, sanding,",False,FN,GROUNDED
461,dewalt_saw.pdf,What specific warning is provided regarding the use of abrasive wheels with this saw?,• DO NOT use any abrasive discs.,1,1,HALLUCINATION,0.1037,0.0054,0.8909,0.753,"saw. Do not use abrasive wheels or blades. A dull blade will cause slow inefficient cutting, overload on the saw motor, excessive splintering, and could increase the possibility of kickback. Please refer to the table below to determine the correct size replacement blade for your model saw. RECOMMENDED BLADE TYPES Combination Framing 5/8"" Round arbor, 24 teeth All purpose fast rip and cross cuts. Pressure Treated/Wet Lumber 5/8"" Round arbor, 20 teeth Coated, resistant to gum build‑up. Extreme Dur",True,TP,HALLUCINATION
462,samsung_phone_zfold.pdf,What should be avoided to prevent scratching or puncturing the screen?,Do not press the screen or the front camera with a hard or sharp object or apply\n\nexcessive pressure.,0,0,GROUNDED,0.9918,0.001,0.0072,0.8002,• Do not press the screen or the front camera with a hard or sharp object or apply excessive pressure. Doing so could result in scratching or puncturing the screen. • This device is not dust resistant. Exposure to small particles may cause damage to the device. • When using the speakers do not place the device close to your ears. • Be careful not to expose the camera lens to a strong light source. If the camera lens is exposed to a strong light source the camera image sensor may be damaged. A da,True,TN,GROUNDED
463,hilti_hammer.pdf,"What is the primary risk associated with inadvertent starting of the product during adjustments or accessory changes, as stated under 'Preparations at the workplace'?",Risk of injury!,0,0,GROUNDED,0.992,0.002,0.006,0.7144,engaged. ▶The product is ready for use. Removing the accessory tool 6 CAUTION Risk of injury by the accessory tool! The accessory tool might be hot or have sharp edges. ▶Wear protective gloves when changing the accessory tool. ▶Pull the tool lock back as far as it will go and remove the accessory tool. Types of work CAUTION Risk of injury Loss of control over the product. ▶Check that the side handle is fitted correctly and tightened securely. Check that the clamping band is engaged in the groove,True,TN,GROUNDED
464,ford_mach_e.pdf,Why might my power liftgate not be working?,"It can happen in freezing conditions or\nwhen parking on downhill slopes.\n\n Make sure the power liftgate is enabled\nin the vehicle settings menu.\n\n Make sure the transmission is in park\n(P), ensure nothing is obstructing the\nliftgate path",0,0,GROUNDED,0.9887,0.0011,0.0102,0.8559,"LIFTGATE – FREQUENTLY ASKED QUESTIONS Why won't my power liftgate function? • It can happen in freezing conditions or when parking on downhill slopes. • Make sure the power liftgate is enabled in the vehicle settings menu. • Make sure the transmission is in park (P), ensure nothing is obstructing the liftgate path and there is not excessive weight on the liftgate. • If there are continued issues, the battery voltage may be low or there may be other system issues. See an authorized dealer. Mustan",True,TN,GROUNDED
465,makita_drill.pdf,How do I install the battery cartridge into the tool correctly?,"To install the battery cartridge, align the tongue on the battery cartridge with the groove in the housing and slip it into place. Insert it all the way until it locks in place with a little click.",0,0,GROUNDED,0.9876,0.0023,0.0101,0.8404,"injury. ► 1. Red indicator 2. Button 3. Battery cartridge To remove the battery cartridge, slide it from the tool while sliding the button on the front of the cartridge. To install the battery cartridge, align the tongue on the battery cartridge with the groove in the housing and slip it into place. Insert it all the way until it locks in place with a little click. If you can see the red indicator on the upper side of the button, it is not locked completely. CAUTION: Always install the battery ",True,TN,GROUNDED
466,dewalt_saw.pdf,What specific standard must eye protection meet for all users and bystanders?,ANSI Z89.1 eye protection (CAN/CSA Z94.3),1,1,UNCERTAIN,0.8934,0.0108,0.0958,0.7482,"of eye injury, always wear ANSI Z87.1 approved eye protection when performing this procedure. WARNING: Never use solvents or other harsh chemicals for cleaning the non-metallic parts of the tool. These chemicals may weaken the plastic materials used in these parts. Use a cloth dampened only with water and mild soap. Never let any liquid get inside the tool; never immerse any part of the tool into a liquid. MAINTENANCE WARNING: To reduce the risk of serious personal injury, turn unit off and disc",True,TP,UNCERTAIN_LEANING_GROUNDED
467,nintendo_2ds_xl.pdf,What does the LED indicate when wireless communication is turned on?,"Lights when wireless communication is turned\non, turns off when communication is turned\noff, and blinks while data is being sent or received",0,0,GROUNDED,0.9396,0.0022,0.0582,0.7361,"touch-sensitive. For games that include this game control feature, oper- ate the screen by using the included stylus. Lightly touch or slide the stylus across the Touch Screen as shown. + Control Pad Wireless LED ( ) Lights when wireless communication is turned on, turns off when communication is turned off, and blinks while data is being sent or received or when the system is in Sleep Mode (dimly). NOTE: Wireless communication and the NFC feature can be turned on or off from HOME Menu settings ",True,TN,GROUNDED
468,spot_boston_dynamics.pdf,What is the rated battery capacity in Watt-hours?,610 Wh,1,1,UNCERTAIN,0.0,1.0,0.0,0.6742959022521973,[UNSUPPORTED] max_sim=0.674 < threshold=0.7,True,TP,UNCERTAIN
469,apple_watch.pdf,How do I remove and change an Apple Watch band?,"1. Press the band release button on your Apple Watch.\n2. Slide the band across to remove it, then slide the new band in.",0,0,GROUNDED,0.9798,0.0014,0.0188,0.8706,"Bands designed for early Apple Watch models also work with Apple Watch Series 4, Apple Watch Series 5, Apple Watch SE, Apple Watch Series 6, and Apple Watch Series 7. Remove and change bands 1. Press the band release button on your Apple Watch. 2. Slide the band across to remove it, then slide the new band in. Never force a band into the slot. If you’re having trouble removing or inserting a band, press the band release button again. Fasten a band For optimal performance, your Apple Watch should",True,TN,GROUNDED
470,laptop_lenovo_tc_x1.pdf,What is the name of the diagnostic program preinstalled on the computer?,Lenovo Solution Center,0,0,GROUNDED,0.9903,0.0011,0.0085,0.8085,"on page 22. Diagnostics Note: If you are using a Windows operating system other than Windows 7 or Windows 10, go to http://www.lenovo.com/diags for the diagnostics information for the computer. The diagnostic program is used to test hardware components of the computer. The diagnostic program also can report operating-system-controlled settings that interfere with the correct operation of the computer. Lenovo Solution Center The Lenovo Solution Center program is the diagnostic program preinstalle",True,TN,GROUNDED
471,apple_watch.pdf,"What is needed to listen to most audio, like music or podcasts, on Apple Watch without an iPhone nearby?",Bluetooth headphones or speakers,0,0,GROUNDED,0.9855,0.0022,0.0122,0.8345,"Apple Watch User Guide Connect Apple Watch to Bluetooth headphones or speakers Play audio from Apple Watch on Bluetooth headphones or speakers without your iPhone nearby. Tip: If you have AirPods that you set up with your iPhone, they’re ready to use with your Apple Watch—just press play. Pair Bluetooth headphones or speakers You need Bluetooth headphones or speakers to listen to most audio on your Apple Watch (Siri, phone calls, voicemail, and voice memos play through the speaker on Apple Watch",True,TN,GROUNDED
472,omron_monitor.pdf,What is the pulse measurement range specified for this device?,Pulse: 40 to 180/min.,0,0,GROUNDED,0.9896,0.0015,0.009,0.7441,EN 6. Technical Data Note: Subject to technical modification without prior notice. Product Description Digital Automatic Blood Pressure Monitor Model OMRON M3 (HEM-7200-E/ HEM-7200-E8) Display LCD Digital Display Measurement Method Oscillometric method Measurement Range Pressure: 0 mmHg to 299 mmHg Pulse: 40 to 180/min. Accuracy Pressure: ±3 mmHg Pulse: ± 5% of display reading Inflation Fuzzy-logic controlled by electric pump Deflation Automatic pressure release valve Memory 60 Measurements with,True,TN,GROUNDED
473,hilti_hammer.pdf,"What specific hazard is associated with operating power tools in explosive atmospheres, such as near flammable liquids, gases, or dust?",Power tools create sparks which may ignite the dust or fumes.,0,0,GROUNDED,0.993,0.0013,0.0057,0.8106,"area clean and well lit. Cluttered or dark areas invite accidents. ▶Do not operate power tools in explosive atmospheres, such as in the presence of flammable liquids, gases or dust. Power tools create sparks which may ignite the dust or fumes. ▶Keep children and bystanders away while operating a power tool. Distractions can cause you to lose control. Electrical safety ▶Power tool plugs must match the outlet. Never modify the plug in any way. Do not use any adapter plugs with earthed (grounded) p",True,TN,GROUNDED
474,lg_home_theater.pdf,What file system is supported for USB devices?,Only FAT (16/64) file system is supported.,1,1,UNCERTAIN,0.6091,0.0088,0.3821,0.7434,"Flash Drive : Devices that support USB2.0 or USB1.1. To Remove the USB from the unit 1. Choose the other functions except USB function in order to remove the USB. 2. Remove the USB from the unit. Note: If you want to operate other functions, see the CD Playback section. Refer to the page 16, 17, and 18. Note: • Do not extract the USB device in operating. • A back up demands to prevent a data damage. • If you use a USB extension cable or USB hub, the USB device might not be recognized. • A device",True,TP,UNCERTAIN_LEANING_GROUNDED
475,omron_monitor.pdf,"If the display remains blank or the buttons are unresponsive, what is a likely cause listed in troubleshooting?",The batteries are low.,1,0,GROUNDED,0.995,0.0016,0.0035,0.7447,"4. Troubleshooting and Maintenance 4.1 The Icons and Error Messages Error Display Cause Remedy Irregular or weak pulses are detected. Remove the arm cuff. Wait 2-3 minutes and then take another measurement. Repeat the steps in section 3.3. If this error continues to appear, contact your doctor. Movement during measurement. Carefully read and repeat the steps in section 3.3. Cuff is not applied correctly. Apply the arm cuff correctly. Refer to section 3.1. The batteries are low. You should replac",False,FN,GROUNDED
476,tesla_model_s.pdf,Why should seat covers not be used on the front seats?,Doing so could restrict deployment of the seatmounted side air bags if a severe collision occurs at a speed above 35 mph. Seat covers can also interfere with the occupant detection system that is used to determine the status of the driver front airbag.,1,1,HALLUCINATION,0.4405,0.01,0.5495,0.8507,"can cause serious injury or death. WARNING: If the front passenger airbag is not turning on or off as expected, do not seat a passenger in the front passenger seat. Use the mobile app to schedule a service appointment. WARNING: To ensure accuracy of the occupant detection system, do not make any modifications to the front passenger seat and do not use seat covers. Modifying the seat, or using seat covers, can restrict deployment of the seat-mounted side airbags if a collision occurs. It can also",True,TP,HALLUCINATION
477,dewalt_saw.pdf,Under what circumstances concerning the lower guard is it unsafe to use the saw?,Do not operate the saw if the lower guard does not move freely and close within 2 seconds.,1,1,HALLUCINATION,0.4636,0.0084,0.528,0.877,"improperly set blades produce narrow kerf causing excessive friction, blade binding and kickback. f ) Blade depth and bevel adjusting locking levers must be tight and secure before making cut. If blade adjustment shifts while cutting, it may cause binding and kickback. g ) Use extra caution when sawing into existing walls or other blind areas. The protruding blade may cut objects that can cause kickback. Lower Guard Function a ) Check the lower guard for proper closing before each use. Do not op",True,TP,HALLUCINATION
478,omron_monitor.pdf,"How do I complete a blood pressure reading after the cuff is inflated and the measurement is taken, before turning off the monitor?",2. Remove the arm cuff.\n3. Press the O/I START button to turn off the monitor.,0,0,GROUNDED,0.9347,0.0034,0.0619,0.8432,"3. Using the Unit EN 2. Remove the arm cuff. 3. Press the O/I START button to turn off the monitor. The monitor automatically stores the measurement in its memory. It will automatically turn off after five minutes. Important: • Recent research suggests that the following values can be used as a guide to high blood pressure for measurements taken at home. This criteria is for home blood pressure measurement. For professional office blood pressure measurement criteria, please refer to Chapter 7. •",True,TN,GROUNDED
479,spot_boston_dynamics.pdf,How do I make Spot self-right if it's on its back?,"1. Using the controller’s action bar, press and\n\nhold “Stand” and then “Self-right.”\n\n\n2. Robot will attempt to roll over by moving its\n\nlegs.\n\n\n3. Robot will stop moving and then sit.",0,0,GROUNDED,0.9699,0.0037,0.0264,0.8841,"R 2.0 V A OPERATION To self-right Spot: 1. Using the controller’s action bar, press and hold “Stand” and then “Self-right.” 2. Robot will attempt to roll over by moving its legs. 3. Robot will stop moving and then sit. If Spot fails to self-right: 1. Turn off motors via controller app. Press lockout button on robot. 2. Spot’s limbs will go slack. If Spot is upright or standing, it will fall. 3. Manually move legs and body into “sit” position, avoiding hip / knee pinch points. 4. Release lockout ",True,TN,GROUNDED
480,bosch_oven.pdf,What is the permissible temperature range when utilizing the Sabbath mode?,between 80 °C and 140 °C,1,1,UNCERTAIN,0.6905,0.0092,0.3004,0.8713,"highlighted white in the display. 5. Set the required cooking time using the rotary selector. Note: The end time cannot be delayed. 6. Press the l Start/Stop button to start. The cooking time counts down on the display. The appliance begins to heat up. When the cooking time for Sabbath mode has ended, an audible signal sounds. The appliance stops heating. The cooking time 00 m 00 s is shown on the display. Press the ÿ On/Off button to switch off the appliance. Note: The operation is not interrup",True,TP,UNCERTAIN_LEANING_GROUNDED
481,nintendo_2ds_xl.pdf,What is the approximate battery recharge time?,Battery recharge time is approximately 4 hours,1,1,HALLUCINATION,0.3645,0.0248,0.6107,0.8202,"as the software being played, the amount of data received by wireless communication, and the ambient temperature. Using the camera features may also reduce the battery endurance times shown below. Battery endurance time Shorter Longer Dim Bright Screen brightness Approximate play times: Nintendo 3DS software • 3.5–6.5 hours Nintendo DS software • 5–9 hours The screen brightness setting affects the battery endurance time. Keeping brightness at lower settings can prolong battery life. • If you put",True,TP,HALLUCINATION
482,dewalt_saw.pdf,"What is component number 9 on the saw's diagram, as shown in Figure A?",Upper blade guard,1,0,GROUNDED,0.9343,0.0055,0.0602,0.711,"If you have questions or comments, contact us. Pour toute question ou tout commentaire, nous contacter. Si tiene dudas o comentarios, contáctenos. 1-800-4-DeWALT Instruction Manual Guide D’utilisation Manual de instrucciones 1 Trigger switch 2 Main handle 3 Blade lock 4 End cap 5 Auxiliary handle 6 Bevel adjustment lever 7 Bevel angle adjustment 8 Foot plate 9 Lower blade guard 10 Blade clamping screw 11 Lower guard lever 12 Upper blade guard 1 Gâchette 2 Poignée principale 3 Verrouillage de lam",False,FN,GROUNDED
483,hilti_hammer.pdf,What does it signify when the service indicator LED on the combihammer lights up continuously?,End of service interval – servicing is due.,0,0,GROUNDED,0.9915,0.0022,0.0063,0.7849,"*2134960* 2134960 Quick-release chuck (accessory) The quick-release chuck makes changing accessory tools a quick operation with no additional tools needed. It is suitable for accessory tools with cylindrical or hexagonal shank used in the ""Without hammering action "" mode. Service indicator The product is equipped with a service indicator LED. Service indicator status Status Meaning The service indicator lights. End of service interval – servicing is due. The service indicator blinks. Have the co",True,TN,GROUNDED
484,dyson_v12.pdf,Which power modes are recommended for maximizing battery life and performance?,Boost or Auto/Med mode.,1,1,UNCERTAIN,0.711,0.005,0.284,0.7402,"Looking after your machine Look after your battery Look after your machine To always get the best performance from your machine, it’s important to clean it regularly and check for blockages. To get the best performance and life from your battery, use Eco or Auto/Med mode. Your machine won’t operate or charge if the ambient temperature is below 5°C(41°F). This is designed to protect both the motor and battery. If your machine is dusty, wipe with a damp lint-free cloth. Check for blockages in the ",True,TP,UNCERTAIN_LEANING_GROUNDED
485,spot_boston_dynamics.pdf,What is the correct emergency procedure for a battery fire?,"If battery fire starts, don’t try to put it\\n\\nout. Evacuate to a safe area and call fire\\ndepartment.",0,0,GROUNDED,0.9954,0.0009,0.0037,0.7929,"short-circuit, burn, disassemble, submerge, puncture, crush, drop, or damage battery. • If battery fire starts, don’t try to put it out. Evacuate to a safe area and call fire department. Battery fires create toxic fumes and cannot be put out with conventional fire extinguishers or water. • Store at -30 to 25C (-22 to 77F). Charge at 0 to 40C (32 to 104F). Operate at -20 to 45C (-4 to 113F). • Spot operators should develop a battery storage and charging safety policy consistent with industry stan",True,TN,GROUNDED
486,laptop_lenovo_tc_x1.pdf,What is the procedure for backing up data using File History in Windows 10?,"Right-click the Start button to open the Start context menu, and then click **Control**\n**Panel** . View Control Panel using large icons or small icons, and then click **File History** . Follow the\ninstructions on the screen.",0,0,GROUNDED,0.9648,0.0029,0.0323,0.8066,"up your data, refer to the help system of the program. – For Windows 10: Right-click the Start button to open the Start context menu, and then click Control Panel. View Control Panel using large icons or small icons, and then click File History. Follow the instructions on the screen. • Create a recovery medium as early as possible. You can use the recovery medium to recover your operating system even if Windows fails to start up. To create a recovery medium, do one of the following: – For Window",True,TN,GROUNDED
487,dji_mavic_pro.pdf,What are the lighting condition limits for TapFly to work?,"provided that the lighting is appropriate (< 300 lux) nor too bright (> 10,000 lux).",0,0,GROUNDED,0.9909,0.0014,0.0077,0.74,"Aircraft Mavic Pro User Manual © 2017 DJI All Rights Reserved. 15 meters 5 meters Intelligent Flight Mode TapFly Introduction With the TapFly feature, users can now tap on the mobile device screen to fly in the designated direction without using the remote controller. The aircraft will automatically avoid obstacles it sees or brake and hover provided that the lighting is appropriate (< 300 lux) nor too bright (> 10,000 lux). To ensure the aircraft returns home forwards, it cannot rotate during R",True,TN,GROUNDED
488,bosch_oven.pdf,What information does the display ring provide when a setting value is being changed?,"If you change a value, the display ring shows you where you are in the menu list.",1,1,HALLUCINATION,0.4226,0.0077,0.5697,0.8407,"the cooking compartment heats up. When you are preheating the appliance, the optimal time to place the food in the cooking compartment is when the line has completely turned red. For set levels, e.g. the grill setting, the heating line turns red immediately. Residual heat indicator When the appliance is switched off, the display ring shows the residual heat in the cooking compart- ment. As the residual heat cools down, the display ring becomes darker and disappears completely at some point. Oper",True,TP,HALLUCINATION
489,spot_boston_dynamics.pdf,How many batteries come with the Spot system?,Battery (x3),1,1,UNCERTAIN,0.7218,0.0085,0.2697,0.8025,"remove the battery and load Spot and the controller into the case. BATTERY The Spot Battery is considered Fully Regulated Dangerous Goods by the International Air Trans­ port Association (IATA). Air shipment of any Spot Battery is subject to UN3480 - PI965, Section IA, which is covered under IATA regulations (https:// www.iata.org/). It is your responsibility to ensure compliance with these requirements when shipping any Spot battery. Always check the full regulations and carrier requirements be",True,TP,UNCERTAIN_LEANING_GROUNDED
490,dyson_v12.pdf,What is the lowest ambient temperature at which the machine will operate or charge?,0°C(32°F),1,1,UNCERTAIN,0.653,0.0062,0.3408,0.7835,"Battery health Run time countdown Alerts To get the best performance and life from your battery, use Eco or Auto/Med mode. When the battery needs charging, your machine will pulse three times and a low run time icon will appear on the screen. When your battery is empty, a red warning icon will appear on the screen. The alerts you might see are: Filter – the filter isn’t fitted correctly, or needs cleaning. Blockage – your machine has a blockage that needs removing. 4:50 Exit settings menu To exi",True,TP,UNCERTAIN_LEANING_GROUNDED
