question_id,persona,doc_id,language,question_text,category,gt_answer_snippet,gt_page_number,_self_grounded,parsed_steps,passed_strict_check,ragas_faithfulness,ragas_correctness,judge_score,corrected_steps,procedural_comments,annotator_A_correctness,annotator_A_groundedness,annotator_A_quality,annotator_B_correctness,annotator_B_groundedness,annotator_B_quality,annotator_A_snippet_correctness,annotator_A_parsing_quality,annotator_B_snippet_correctness,annotator_B_parsing_quality
heat_pump_dryer_Q128,SafetyOfficer,heat_pump_dryer.pdf,en,What is the ignition risk if damaged items containing padding or fillings are dried in the tumble dryer?,Conditional Logic/Causal Reasoning,"When damaged, the filling can get out with the risk of it igniting in the dryer.",12,True,,True,1.0,0.9999092279,5,,,,,,,,,,,,
heat_pump_dryer_Q137,Technician,heat_pump_dryer.pdf,en,What is the expected operational lifespan of the heat pump component in this dryer model?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
heat_pump_dryer_Q138,SafetyOfficer,heat_pump_dryer.pdf,en,Are there specific procedures mandated for the disposal or recycling of the R134a refrigerant when the unit is decommissioned?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
hilti_hammer_Q006,Technician,hilti_hammer.pdf,en,What is the rated power input for the TE 60-ATC/AVR model?,Specification Lookup,"1,350 W",13,True,,True,1.0,1.0,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
hilti_hammer_Q007,Technician,hilti_hammer.pdf,en,What is the weight of the TE 60-AVR model according to EPTA procedure 01/2003?,Specification Lookup,6.8 kg,13,True,,True,1.0,1.0,5,,,,,,,,,,,,
hilti_hammer_Q011,Novice User,hilti_hammer.pdf,en,What kind of grease should I use for the accessory tool's connection end?,Tool/Material Identification,Use only genuine Hilti grease.,15,True,,True,1.0,1.0,5,,,,,,,,,,,,
hilti_hammer_Q012,Technician,hilti_hammer.pdf,en,What type of chuck is standard on the TE 60-AVR and TE 60-ATC/AVR models?,Tool/Material Identification,TE­Y,13,True,,True,1.0,0.9999989720000001,5,,,,,,,,,,,,
hilti_hammer_Q016,Novice User,hilti_hammer.pdf,en,How do I fit the side handle to the combihammer?,Procedural Step Inquiry,1.Release the side handle clamping band by turning the handle grip.\n2.Slide the side handle clamping band over the tool holder from the front and into the recess provided.\n3.Bring the side handle into the desired position.\n4.Tighten the side handle clamping band by turning the handle grip.,14,True,"['Release the side handle clamping band by turning the handle grip.', 'Slide the side handle clamping band over the tool holder from the front and into the recess provided.', 'Bring the side handle into the desired position.', 'Tighten the side handle clamping band by turning the handle grip.']",False,1.0,1.0,5,,,,,Clear & Usable,,,Clear & Usable,Correct,Correctly Parsed,Correct,Correctly Parsed
hilti_hammer_Q025,Technician,hilti_hammer.pdf,en,What does it signify when the service indicator LED on the combihammer lights up continuously?,Location/Definition,End of service interval – servicing is due.,13,True,,True,1.0,1.0,5,,,,,,,,,,,,
hilti_hammer_Q029,Novice User,hilti_hammer.pdf,en,What should I do if the combihammer doesn't have any hammering action because it seems too cold?,Conditional Logic/Causal Reasoning,"▶ Bring the tip of the accessory tool into contact with the working surface, switch the power tool on and allow it to run. If necessary, repeat the procedure until the hammering mechanism begins to operate.",17,True,,True,1.0,0.9166666667000001,5,,,,,,,,,,,,
hilti_hammer_Q031,Novice User,hilti_hammer.pdf,en,How long is the manufacturer's warranty period for the TE 60-AVR combihammer?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
hilti_hammer_Q040,Technician,hilti_hammer.pdf,en,What type of grease should be used when fitting an accessory tool?,Tool/Material Identification,Use only genuine Hilti grease.,15,True,,True,1.0,1.0,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
hilti_hammer_Q044,Novice User,hilti_hammer.pdf,en,"According to the product overview key, what is component (5) described as?",Location/Definition,Power reduction button (50% power),12,True,,True,1.0,1.0,5,,,,,,,,,,,,
hilti_hammer_Q045,Technician,hilti_hammer.pdf,en,What is the weight of the TE 60-ATC/AVR combihammer in accordance with EPTA procedure 01/2003?,Specification Lookup,7.8 kg,13,True,,True,1.0,1.0,5,,,,,,,,,,,,
hilti_hammer_Q046,Technician,hilti_hammer.pdf,en,What are the steps to correctly position the chisel before starting chiseling work?,Procedural Step Inquiry,1.Set the function selector switch to this symbol: .\n\n2.Rotate the chisel to the desired position.\n3.Set the function selector switch to this symbol: until it engages.,15,True,"['Set the function selector switch to this symbol: .', 'Rotate the chisel to the desired position.', 'Set the function selector switch to this symbol: until it engages.']",False,1.0,0.9999994974,5,,,,,Clear & Usable,,,Clear & Usable,Correct,Correctly Parsed,Partially Correct,Correctly Parsed
hilti_hammer_Q048,Novice User,hilti_hammer.pdf,en,What does it mean if the service indicator LED lights up steadily?,Conditional Logic/Causal Reasoning,End of service interval – servicing is due.,13,True,,True,1.0,0.9999996160000001,5,,,,,,,,,,,,
hilti_hammer_Q049,Technician,hilti_hammer.pdf,en,What is the specific warranty duration for the TE 60-AVR in European Union countries?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
hilti_hammer_Q055,Novice User,hilti_hammer.pdf,en,"If the drill bit does not rotate, and the cause is that the function selector switch is not correctly engaged, is set to “Chiseling”, or is set to “Chisel positioning”, what action should be taken?",Conditional Logic/Causal Reasoning,▶ Move the function selector switch to the “Hammer drilling” position while the motor is not rotating.,17,True,,True,1.0,1.0,5,,,,,,,,,,,,
hilti_hammer_Q064,SafetyOfficer,hilti_hammer.pdf,en,What does the DANGER! warning signal word signify?,Safety Information Lookup,Draws attention to imminent dan g er that will lead to serious p ersonal in j ur y or fatalit y .,8,True,,True,1.0,1.0,5,,,,,,,,,,,,
hilti_hammer_Q073,Novice User,hilti_hammer.pdf,en,What is the range of Ø drill bits for metal compatible with the TE 60-AVR?,Specification Lookup,10 mm … 20 mm,13,True,,True,1.0,1.0,5,,,,,,,,,,,,
hilti_hammer_Q079,Novice User,hilti_hammer.pdf,en,What specific type of handle is supplied with the product for assistance?,Tool/Material Identification,side handle,13,True,,True,1.0,0.9999997785,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
hilti_hammer_Q080,Technician,hilti_hammer.pdf,en,What type of plug is featured on the detachable supply cord?,Tool/Material Identification,"Supply cord with keyed, releasable plug",12,True,,True,1.0,1.0,5,,,Correct,Fully Grounded,Clear & Usable,Partially Correct,Fully Grounded,Unclear or Flawed,,,,
hilti_hammer_Q081,Novice User,hilti_hammer.pdf,en,How do I fit the side handle?,Procedural Step Inquiry,1.Release the side handle clamping band by turning the handle grip.\n2.Slide the side handle clamping band over the tool holder from the front and into the recess provided.\n3.Bring the side handle into the desired position.\n4.Tighten the side handle clamping band by turning the handle grip.,14,True,"['Release the side handle clamping band by turning the handle grip.', 'Slide the side handle clamping band over the tool holder from the front and into the recess provided.', 'Bring the side handle into the desired position.', 'Tighten the side handle clamping band by turning the handle grip.']",False,1.0,0.9999967801,5,,,,,Clear & Usable,,,Clear & Usable,Correct,Correctly Parsed,Correct,Correctly Parsed
hilti_hammer_Q083,Technician,hilti_hammer.pdf,en,How should chisel positioning be performed?,Procedural Step Inquiry,1.Set the function selector switch to this symbol: .\n\n2.Rotate the chisel to the desired position.\n3.Set the function selector switch to this symbol:  until it engages.,15,True,"['Set the function selector switch to this symbol: .', 'Rotate the chisel to the desired position.', 'Set the function selector switch to this symbol: until it engages.']",False,1.0,0.9999992709000001,5,,,,,Clear & Usable,,,Clear & Usable,Correct,Correctly Parsed,Partially Correct,Correctly Parsed
hilti_hammer_Q084,Technician,hilti_hammer.pdf,en,What is the procedure for switching sustained operation on and off?,Procedural Step Inquiry,1.Push the lockbutton for continuous operation forward.\n2.Press the control switch fully.\n3.Push the lockbutton for continuous operation back.,16,True,"['Push the lockbutton for continuous operation forward.', 'Press the control switch fully.', 'Push the lockbutton for continuous operation back.']",False,1.0,0.9999997053,5,,,,,Clear & Usable,,,Clear & Usable,Correct,Correctly Parsed,Correct,Correctly Parsed
hilti_hammer_Q087,Novice User,hilti_hammer.pdf,en,What does the symbol with a crossed-out trash can represent?,Location/Definition,Do not dispose of electric equipment and batteries as household waste,8,True,,True,1.0,0.999999383,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
hilti_hammer_Q090,Novice User,hilti_hammer.pdf,en,What does the symbol depicting a drill bit without impact waves mean on the product?,Location/Definition,Drilling without hammering action,9,True,,True,1.0,1.0,5,,,,,,,,,,,,
hilti_hammer_Q091,Novice User,hilti_hammer.pdf,en,What should I do if the product doesn't start and I suspect an interruption in the electric supply?,Conditional Logic/Causal Reasoning,Plug in another electric tool or appliance and check whether it works.,17,True,,True,1.0,0.9999997285000001,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
hilti_hammer_Q094,Novice User,hilti_hammer.pdf,en,What might be the cause if the drill bit does not rotate?,Conditional Logic/Causal Reasoning,"The function selector switch is not correctly engaged, is set to “Chiseling”, or is set to “Chisel positioning” .",17,True,,True,1.0,0.9999994787,5,,,,,,,,,,,,
hilti_hammer_Q099,SafetyOfficer,hilti_hammer.pdf,en,What risk is associated with touching the accessory tool when changing it?,Safety Information Lookup,Touching the accessory tool can result\n\nin cuts and burns.,11,True,,False,1.0,1.0,5,,,,,,,,,,,,
hilti_hammer_Q104,Novice User,hilti_hammer.pdf,en,What is the warranty period for the TE 60-AVR in North America?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
hilti_hammer_Q106,Technician,hilti_hammer.pdf,en,What protection class is indicated by a symbol on the product?,Specification Lookup,Protection class II (double-insulated),9,True,,True,1.0,0.9999997062,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
hilti_hammer_Q122,Novice User,hilti_hammer.pdf,en,What action is indicated by the product symbol that depicts a hammer and a drill bit?,Location/Definition,Drilling with hammering action (hammer drilling),9,True,,True,1.0,0.9999996259,5,,,,,,,,,,,,
hilti_hammer_Q131,SafetyOfficer,hilti_hammer.pdf,en,What is the primary purpose of a 'WARNING' alert in the product documentation?,Safety Information Lookup,▶ Draws attention to a p otential threat of dan g er that can lead to serious in j ur y or fatalit y .,8,True,,True,1.0,0.9999977584,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
hilti_hammer_Q132,SafetyOfficer,hilti_hammer.pdf,en,"What specific hazard is associated with operating power tools in explosive atmospheres, such as near flammable liquids, gases, or dust?",Safety Information Lookup,Power tools create sparks which may ignite the dust or fumes.,9,True,,True,1.0,0.9999996664,5,,,,,,,,,,,,
hilti_hammer_Q135,SafetyOfficer,hilti_hammer.pdf,en,"What is the primary risk associated with inadvertent starting of the product during adjustments or accessory changes, as stated under 'Preparations at the workplace'?",Safety Information Lookup,Risk of injury!,14,True,,True,1.0,1.0,5,,,,,,,,,,,,
hilti_hammer_Q137,Technician,hilti_hammer.pdf,en,What is the IP rating of the TE 60-ATC/AVR combihammer?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
hilti_hammer_Q139,Novice User,hilti_hammer.pdf,en,How long does it typically take for the service indicator to light up indicating servicing is due?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
makita_drill_Q002,Technician,makita_drill.pdf,en,What is the rated voltage for the XFD12 model?,Specification Lookup,D.C. 18 V,2,True,,True,1.0,1.0,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
makita_drill_Q003,Novice User,makita_drill.pdf,en,What is the net weight of the XFD12 model when using a BL1815N battery cartridge?,Specification Lookup,1.5 kg (3.4 lbs),2,True,,True,1.0,1.0,5,,,,,,,,,,,,
makita_drill_Q007,Novice User,makita_drill.pdf,en,What should I use to wipe dirt off the lens of the lamp?,Tool/Material Identification,Use a dry cloth to wipe the dirt off the lens of\nthe lamp.,6,True,,False,1.0,0.9999996670000001,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
makita_drill_Q010,Technician,makita_drill.pdf,en,What is used to secure the hook to the tool housing?,Tool/Material Identification,a screw,7,True,,True,1.0,1.0,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
makita_drill_Q011,Novice User,makita_drill.pdf,en,How do I perform a screwdriving operation with this tool?,Procedural Step Inquiry,Place the point of the driver bit in the screw head and\napply pressure to the tool. Start the tool slowly and then\nincrease the speed gradually. Release the switch trigger\nas soon as the clutch cuts in.,8,True,"['Place the point of the driver bit in the screw head and apply pressure to the tool.', 'Start the tool slowly and then increase the speed gradually.', 'Release the switch trigger as soon as the clutch cuts in.']",False,1.0,1.0,5,,,,,Clear & Usable,,,Clear & Usable,Correct,Correctly Parsed,Correct,Correctly Parsed
makita_drill_Q019,Technician,makita_drill.pdf,en,What is the function of the adjusting ring on the tool?,Location/Definition,The fastening torque can be adjusted in 22 levels by turning the adjusting ring.,7,True,,True,1.0,1.0,5,,,,,,,,,,,,
makita_drill_Q020,Novice User,makita_drill.pdf,en,What is the purpose of the hook that can be installed on the tool?,Location/Definition,The hook is convenient for temporarily hanging the tool.,7,True,,True,1.0,1.0,5,,,,,,,,,,,,
makita_drill_Q030,SafetyOfficer,makita_drill.pdf,en,What specific handling instruction is given to prevent damage to the battery cartridge?,Safety Information Lookup,Be careful not to drop or strike battery.,4,True,,True,1.0,1.0,5,,,,,,,,,,,,
makita_drill_Q031,Novice User,makita_drill.pdf,en,What is the specific warranty period covering the lithium-ion battery cartridge if purchased separately?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
makita_drill_Q033,SafetyOfficer,makita_drill.pdf,en,Are there any specific safety guidelines for operating this drill in ambient temperatures below 0 °C (32 °F)?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
makita_drill_Q043,SafetyOfficer,makita_drill.pdf,en,What type of batteries are stipulated for use to prevent potential hazards like fire or injury?,Tool/Material Identification,Only use genuine Makita batteries.,4,True,,True,1.0,0.9999996047,5,,,,,,,,,,,,
makita_drill_Q047,Novice User,makita_drill.pdf,en,How do I install the battery cartridge into the tool correctly?,Procedural Step Inquiry,"To install the battery cartridge, align the tongue on the battery cartridge with the groove in the housing and slip it into place. Insert it all the way until it locks in place with a little click.",4,False,"['Align the tongue on the battery cartridge with the groove in the housing and slip it into place.', 'Insert it all the way until it locks in place with a little click.']",False,1.0,0.999999607,5,,,,,Clear & Usable,,,Clear & Usable,Correct,Correctly Parsed,Correct,Correctly Parsed
makita_drill_Q050,Novice User,makita_drill.pdf,en,What is the correct procedure for performing a screwdriving operation?,Procedural Step Inquiry,Place the point of the driver bit in the screw head and apply pressure to the tool. Start the tool slowly and then increase the speed gradually. Release the switch trigger as soon as the clutch cuts in.,8,True,"['Place the point of the driver bit in the screw head and apply pressure to the tool.', 'Start the tool slowly and then increase the speed gradually.', 'Release the switch trigger as soon as the clutch cuts in.']",False,1.0,1.0,5,,,,,Clear & Usable,,,Clear & Usable,Correct,Correctly Parsed,Correct,Correctly Parsed
makita_drill_Q055,Novice User,makita_drill.pdf,en,For how long does the front lamp remain illuminated after the switch trigger has been released?,Location/Definition,The lamp goes out approximately 10 seconds after releasing the switch trigger.,6,True,,False,1.0,0.9999995230000001,5,,,,,,,,,,,,
makita_drill_Q064,SafetyOfficer,makita_drill.pdf,en,What is the recommended temperature range for charging the battery cartridge to ensure safety and battery health?,Safety Information Lookup,10 °C - 40 °C (50 °F - 104 °F),4,True,,True,1.0,0.9999994773,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
makita_drill_Q067,Technician,makita_drill.pdf,en,What is the specific sound pressure level (LpA) for the XFD12 model during operation?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
makita_drill_Q072,Novice User,makita_drill.pdf,en,How heavy is the drill with the standard battery?,Specification Lookup,1.5 kg (3.4 lbs),2,True,,True,1.0,1.0,5,,,,,,,,,,,,
makita_drill_Q075,Novice User,makita_drill.pdf,en,How long is this drill overall?,Specification Lookup,"172 mm (6-3/4"")",2,True,,True,1.0,1.0,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
makita_drill_Q083,Novice User,makita_drill.pdf,en,What are the steps for a standard screwdriving operation?,Procedural Step Inquiry,Place the point of the driver bit in the screw head and\napply pressure to the tool. Start the tool slowly and then\nincrease the speed gradually. Release the switch trigger\nas soon as the clutch cuts in.,8,True,"['Place the point of the driver bit in the screw head and apply pressure to the tool.', 'Start the tool slowly and then increase the speed gradually.', 'Release the switch trigger as soon as the clutch cuts in.']",False,1.0,0.9999026249,5,,,,,Clear & Usable,,,Clear & Usable,Correct,Correctly Parsed,Correct,Correctly Parsed
makita_drill_Q091,Novice User,makita_drill.pdf,en,What happens if the tool or battery is operated in a way that draws an abnormally high current?,Conditional Logic/Causal Reasoning,the tool automatically stops without any indication.,5,True,,True,1.0,1.0,5,,,,,,,,,,,,
makita_drill_Q093,SafetyOfficer,makita_drill.pdf,en,What could be the consequence of shorting the battery terminals together?,Conditional Logic/Causal Reasoning,Shorting the battery terminals together may cause burns or a fire.,3,True,,True,1.0,1.0,5,,,,,,,,,,,,
makita_drill_Q099,SafetyOfficer,makita_drill.pdf,en,What are the risks associated with using non-genuine Makita batteries?,Safety Information Lookup,"Use of non-genuine Makita batteries, or batteries that\n~~h~~ ave ~~b~~ een a ~~lt~~ ere ~~d~~, may resu ~~lt~~ ~~i~~ n ~~th~~ e ~~b~~ a ~~tt~~ ery ~~b~~ urs ~~ti~~ ng\ncausing fires, personal injury and damage.",4,True,,False,1.0,1.0,5,,,,,,,,,,,,
makita_drill_Q105,Technician,makita_drill.pdf,en,What is the sound pressure level (LpA) of the XFD12 drill during operation?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
makita_drill_Q109,Technician,makita_drill.pdf,en,What is the no-load speed in high (2) setting for the XFD12 model?,Specification Lookup,"0 - 2,000 /min",2,True,,True,1.0,0.9999992161000001,5,,,,,,,,,,,,
makita_drill_Q112,Technician,makita_drill.pdf,en,"What type of lubricant is recommended when drilling into metals, excluding iron and brass?",Tool/Material Identification,cutting lubricant,8,True,,True,1.0,1.0,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
makita_drill_Q114,Technician,makita_drill.pdf,en,What type of drill bit is best for drilling in wood?,Tool/Material Identification,wood drills equipped with a guide screw,8,True,,True,1.0,1.0,5,,,,,,,,,,,,
makita_drill_Q118,Novice User,makita_drill.pdf,en,"How do I check the remaining battery capacity if my battery has a ""B"" at the end of its model number?",Procedural Step Inquiry,Press the check button on the battery cartridge to indicate the remaining battery capacity. The indicator lamps\nlight up for few seconds.,5,True,['Press the check button on the battery cartridge to indicate the remaining battery capacity.'],False,1.0,0.8499996915,5,,,,,Clear & Usable,,,Clear & Usable,Correct,Correctly Parsed,Correct,Correctly Parsed
makita_drill_Q124,Novice User,makita_drill.pdf,en,Where is the driver bit holder installed?,Location/Definition,Fit the driver bit holder into the protrusion at the tool foot\non either right or left side,8,True,,False,1.0,1.0,5,,,,,,,,,,,,
makita_drill_Q125,Technician,makita_drill.pdf,en,"What meaning is assigned to the ""V"" symbol in the manual's symbol list?",Location/Definition,volts,3,True,,True,1.0,1.0,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
makita_drill_Q126,Novice User,makita_drill.pdf,en,Under what condition related to previous repairs does the Makita warranty not apply?,Conditional Logic/Causal Reasoning,repairs have been made or attempted by others:,9,True,,True,1.0,1.0,5,,,,,,,,,,,,
makita_drill_Q128,SafetyOfficer,makita_drill.pdf,en,What is a potential severe consequence if battery electrolyte contacts the eyes?,Conditional Logic/Causal Reasoning,It may result in loss of your eyesight.,4,True,,True,1.0,0.9999995968000001,5,,,,,,,,,,,,
makita_drill_Q129,Novice User,makita_drill.pdf,en,When is it recommended to charge a battery cartridge that hasn't been used for an extended period?,Conditional Logic/Causal Reasoning,Charge the battery cartridge if you do not use\n\nit for a long period (more than six months).,4,True,,False,1.0,0.9999996894000001,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
makita_drill_Q131,SafetyOfficer,makita_drill.pdf,en,What specific warning is provided regarding the use of power tools in environments with flammable substances?,Safety Information Lookup,"Do not operate power tools in explosive atmo-\nspheres, such as in the presence of flammable*\nliquids, gases or dust.",2,True,,False,1.0,1.0,5,,,,,,,,,,,,
makita_drill_Q133,SafetyOfficer,makita_drill.pdf,en,What explicit instruction is given concerning the use of a battery that has sustained damage?,Safety Information Lookup,Do not use a damaged battery.,4,True,,True,1.0,1.0,5,,,,,,,,,,,,
makita_drill_Q136,Technician,makita_drill.pdf,en,What is the specified torque range for the clutch settings 1 through 21 in Newton-meters?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
miele_dishwasher_Q001,Technician,miele_dishwasher.pdf,en,What is the acceptable water connection pressure range for this dishwasher?,Specification Lookup,50–1000 kPa (0.5–10 bar),117,True,,True,1.0,0.9999995485000001,5,,,,,,,,,,,,
miele_dishwasher_Q004,Technician,miele_dishwasher.pdf,en,What is the factory default water hardness level setting for the dishwasher?,Specification Lookup,2.5 mmol/l (14 °dH – German scale),24,True,,True,1.0,1.0,5,,,,,,,,,,,,
miele_dishwasher_Q007,Technician,miele_dishwasher.pdf,en,What tool is specified for removing the filter from the water inlet valve?,Tool/Material Identification,pointed pliers,92,True,,True,1.0,0.9999995354000001,5,,,,,,,,,,,,
miele_dishwasher_Q009,Technician,miele_dishwasher.pdf,en,"If the mains connection cable is damaged, what type of replacement cable must be used?",Tool/Material Identification,a specific mains connection cable of the same type,12,True,,True,1.0,1.0,5,,,,,,,,,,,,
miele_dishwasher_Q011,Novice User,miele_dishwasher.pdf,en,How do I fill the salt reservoir for the first time?,Procedural Step Inquiry," Remove the lower basket from the wash cabinet and unscrew the salt reservoir cap.\n Fill the salt reservoir with approx. 2 l of water (first use only).\n Place the funnel provided over the salt reservoir and carefully fill with dishwasher salt until the reservoir is full.\n Clean off salt residues from around the salt reservoir opening. Next, screw the salt reservoir cap on again firmly.",27,True,"['Remove the lower basket from the wash cabinet and unscrew the salt reservoir cap.', 'Fill the salt reservoir with approx. 2 l of water (first use only).', 'Place the funnel provided over the salt reservoir and carefully fill with dishwasher salt until the reservoir is full.', 'Clean off salt residues from around the salt reservoir opening. Next, screw the salt reservoir cap on again firmly.']",False,1.0,1.0,5,,,,,Clear & Usable,,,Clear & Usable,Partially Correct,Correctly Parsed,Partially Correct,Correctly Parsed
miele_dishwasher_Q012,Technician,miele_dishwasher.pdf,en,How is the upper basket adjusted to a lower position?,Procedural Step Inquiry, Pull upwards on the levers at either side of the upper basket.\n\n Adjust the basket to the desired height and then push the levers securely back down into position.,54,True,"['Pull upwards on the levers at either side of the upper basket.', 'Adjust the basket to the desired height and then push the levers securely back down into position.']",False,1.0,0.9999998132000001,5,,,,,Clear & Usable,,,Clear & Usable,Correct,Correctly Parsed,Correct,Correctly Parsed
miele_dishwasher_Q023,SafetyOfficer,miele_dishwasher.pdf,en,"If the automatic door opening mechanism is active, what is the potential danger to young children in the area where the door opens?",Conditional Logic/Causal Reasoning,There is a danger of injury in the unlikely event of a fault with the opening mechanism.,8,True,,True,1.0,0.9999995881,5,,,,,,,,,,,,
miele_dishwasher_Q026,SafetyOfficer,miele_dishwasher.pdf,en,What is the primary safety risk associated with using solvents in the dishwasher?,Safety Information Lookup,Risk of explosion.,13,True,,True,1.0,0.9999995538,5,,,,,,,,,,,,
miele_dishwasher_Q029,SafetyOfficer,miele_dishwasher.pdf,en,What personal protective equipment is recommended to wear before and during dishwasher installation due to the risk of injury from metal parts?,Safety Information Lookup,Wear protective gloves.,12,True,,True,1.0,0.9999996051000001,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
miele_dishwasher_Q031,Novice User,miele_dishwasher.pdf,en,What is the average decibel level of the ECO programme for this dishwasher model?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
miele_dishwasher_Q037,Technician,miele_dishwasher.pdf,en,According to which standard does Miele advise reading and following the installation and safety instructions?,Safety Information Lookup,IEC 60335-1,6,True,,True,1.0,1.0,5,,,,,,,,,,,,
miele_dishwasher_Q040,SafetyOfficer,miele_dishwasher.pdf,en,"Under what conditions can individuals with reduced physical, sensory, or mental capabilities use this dishwasher?",Safety Information Lookup,"if they are supervised whilst using it, or have been shown how to use it in a safe way and recognise and understand the consequences of incorrect operation.",7,True,,True,1.0,0.9999997918,5,,,,,,,,,,,,
miele_dishwasher_Q042,Novice User,miele_dishwasher.pdf,en,What should I do if a child swallows or inhales detergent?,Conditional Logic/Causal Reasoning,Seek medical advice immediately if a child has swallowed or inhaled any detergents.,8,True,,True,1.0,1.0,5,,,,,,,,,,,,
miele_dishwasher_Q044,SafetyOfficer,miele_dishwasher.pdf,en,"Who is authorized to perform installation, maintenance, and repairs on the dishwasher?",Safety Information Lookup,a qualified technician,9,True,,True,1.0,1.0,5,,,,,,,,,,,,
miele_dishwasher_Q047,Technician,miele_dishwasher.pdf,en,"What is the maximum weight of the front panel that factory-fitted door springs can support, depending on the model?",Specification Lookup,10–12 kg,13,True,,True,1.0,1.0,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
miele_dishwasher_Q049,Novice User,miele_dishwasher.pdf,en,What does 'j' represent in the appliance overview diagram?,Location/Definition,Data plate,16,True,,True,1.0,1.0,5,,,,,,,,,,,,
miele_dishwasher_Q052,Novice User,miele_dishwasher.pdf,en,How do I open the dishwasher door?,Procedural Step Inquiry," To open the door, reach under the\n\ndoor grip and pull.\n\n Open the door fully to disengage the\n\nlocking mechanism.",20,True,"['To open the door, reach under the door grip and pull.', 'Open the door fully to disengage the locking mechanism.']",False,1.0,1.0,5,,,,,Clear & Usable,,,Clear & Usable,Correct,Correctly Parsed,Correct,Correctly Parsed
miele_dishwasher_Q059,Technician,miele_dishwasher.pdf,en,How can I convert water hardness from °dH to mmol/l?,Location/Definition,1 °dH = 0.18 mmol/l,33,True,,True,1.0,0.9999991960000001,5,,,,,,,,,,,,
miele_dishwasher_Q065,Novice User,miele_dishwasher.pdf,en,What does the  symbol indicate on the display during a programme?,Conditional Logic/Causal Reasoning,Drying,67,True,,True,1.0,0.9999994894,5,,,,,,,,,,,,
miele_dishwasher_Q066,Novice User,miele_dishwasher.pdf,en,How much does the Miele PowerDisk cost?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
miele_dishwasher_Q070,SafetyOfficer,miele_dishwasher.pdf,en,Are there specific instructions for recycling the PowerDisk cartridge after it's empty?,Unanswerable,Not Answered,None,False,,True,-1.0,-1.0,-1,,,,,,,,,,,,
miele_dishwasher_Q073,Technician,miele_dishwasher.pdf,en,What is the maximum water hardness level the integrated water softener is suitable for?,Specification Lookup,12.6 mmol/l (70 °dH – German scale),26,True,,True,1.0,1.0,5,,,,,,,,,,,,
miele_dishwasher_Q078,Technician,miele_dishwasher.pdf,en,What is the length of the standard water inlet hose?,Tool/Material Identification,1.5 m,112,True,,True,1.0,0.9999996602000001,5,,,Correct,Fully Grounded,Clear & Usable,Correct,Fully Grounded,Clear & Usable,,,,
