question_id,doc_id,category,question,answer,retrieved_context,retrieved_pages,nli_label,verdict,entailment,neutral,contradiction
spot_boston_dynamics_Q133,spot_boston_dynamics.pdf,Safety Information Lookup,What is the correct emergency procedure for a battery fire?,"If battery fire starts, don’t try to put it\\n\\nout. Evacuate to a safe area and call fire\\ndepartment.",113F). • Spot operators should develop a battery storage and charging safety policy consistent with industry standards and local regulations. • Remove battery from robot during transportation or storage. 2m,"18, 23, 47",neutral,UNCERTAIN,0.1926,0.4995,0.3079
spot_boston_dynamics_Q134,spot_boston_dynamics.pdf,Safety Information Lookup,When is it explicitly dangerous to use the Emergency Stop?,**Emergency stopping Spot**\\n**on stairs is dangerous.**,"TURNING ON MOTORS Before turning on motors, release lockout button. Button light will pulse red. Turn on motor power: 1. Ensure that no person is within 2m of Spot. 2. Announce loudly: “Power on Spot.” 3. Turn on motor power using on-screen instructions in controller app. CAUTION: Emergency Stop makes robot collapse. Emergency stopping Spot on stairs is dangerous. Robot will collapse and may fall down stairs. Never stand below a robot on stairs. If Spot trips or is stopped it will fall down stairs and can injure anyone below it. WARNING: Losing signal on stairs could result in a fall.","29, 38, 15, 27, 18, 14",entailment,GROUNDED,0.8243,0.1168,0.0589
hilti_hammer_Q006,hilti_hammer.pdf,Specification Lookup,What is the rated power input for the TE 60-ATC/AVR model?,"1,350 W","warm, organization of work patterns. Detailed information on the versions of the EN 62841 standards applied here is to be found in the reproduction of the declaration of conformity 12. Noise information TE 60­AVR TE 60-ATC/AVR Sound power level (LWA) 107 dB(A) 111 dB(A) Uncertainty for the sound power level (KWA) 3 dB(A) 3 dB(A) Sound pressure level (LpA) 99 dB(A) 103 dB(A) Uncertainty for the sound pressure level (KpA) 3 dB(A) 3 dB(A) Total vibration TE 60­AVR TE 60-ATC/AVR Hammer drilling in concrete (ah, HD) 10.5 m/s² 7.2 m/s² Chiseling (ah,Cheq) 9.1 m/s² 6.2 m/s² Uncertainty (total vibration) 1.5 m/s² 1.5 m/s² Operation Preparations at the workplace CAUTION Risk of injury!","13, 14, 9, 1",neutral,UNCERTAIN,0.2097,0.6393,0.151
hilti_hammer_Q007,hilti_hammer.pdf,Specification Lookup,What is the weight of the TE 60-AVR model according to EPTA procedure 01/2003?,6.8 kg,"warm, organization of work patterns. Detailed information on the versions of the EN 62841 standards applied here is to be found in the reproduction of the declaration of conformity 12. Noise information TE 60­AVR TE 60-ATC/AVR Sound power level (LWA) 107 dB(A) 111 dB(A) Uncertainty for the sound power level (KWA) 3 dB(A) 3 dB(A) Sound pressure level (LpA) 99 dB(A) 103 dB(A) Uncertainty for the sound pressure level (KpA) 3 dB(A) 3 dB(A) Total vibration TE 60­AVR TE 60-ATC/AVR Hammer drilling in concrete (ah, HD) 10.5 m/s² 7.2 m/s² Chiseling (ah,Cheq) 9.1 m/s² 6.2 m/s² Uncertainty (total vibration) 1.5 m/s² 1.5 m/s² Operation Preparations at the workplace CAUTION Risk of injury!","13, 20, 17, 1, 14, 19",neutral,UNCERTAIN,0.0753,0.8335,0.0912
hilti_hammer_Q011,hilti_hammer.pdf,Tool/Material Identification,What kind of grease should I use for the accessory tool's connection end?,Use only genuine Hilti grease.,"*2134960* 2134960 Fitting the accessory tool 6 1.Apply a little grease to the connection end of the accessory tool. ▶Use only genuine Hilti grease. Using the wrong grease can result in damage to the product. 2.Push the accessory tool into the tool holder as far as it will go (until it engages). 3.After fitting the accessory tool, grip it and pull it in order to check that it is securely engaged. ▶The product is ready for use. Removing the accessory tool 6 CAUTION Risk of injury by the accessory tool! The accessory tool might be hot or have sharp edges.","16, 18, 15, 24, 12, 11",entailment,GROUNDED,0.9946,0.0052,0.0002
hilti_hammer_Q012,hilti_hammer.pdf,Tool/Material Identification,What type of chuck is standard on the TE 60-AVR and TE 60-ATC/AVR models?,TE­Y,imminent danger that will lead to serious personal injury or fatality. WARNING WARNING ! ▶Draws attention to a potential threat of danger that can lead to serious injury or fatality. CAUTION CAUTION ! ▶Draws attention to a potentially dangerous situation that could lead to personal injury or damage to the equipment or other property. Symbols in the operating instructions The following symbols are used in these operating instructions: Comply with the operating instructions Instructions for use and other useful information Dealing with recyclable materials Do not dispose of electric equipment and batteries as household waste Symbols in illustrations The following symbols are used in illustrations: These numbers refer to the illustrations at the beginning of these operating instructions.,"1, 17, 8, 24, 13, 15, 19",entailment,GROUNDED,0.9935,0.004,0.0025
hilti_hammer_Q016,hilti_hammer.pdf,Procedural Step Inquiry,How do I fit the side handle to the combihammer?,1.Release the side handle clamping band by turning the handle grip.\n2.Slide the side handle clamping band over the tool holder from the front and into the recess provided.\n3.Bring the side handle into the desired position.\n4.Tighten the side handle clamping band by turning the handle grip.,"turning the handle grip. 2.Slide the side handle clamping band over the tool holder from the front and into the recess provided. 3.Bring the side handle into the desired position. 4.Tighten the side handle clamping band by turning the handle grip. Fitting the depth gauge (optional) 4 1.Release the side handle clamping band by turning the handle grip. 2.Slide the depth gauge from the front into the 2 guide holes provided. 3.Tighten the side handle clamping band by turning the handle grip. Setting the power level (optional) 5 TE 60-ATC/AVR After the supply cord is connected to the AC supply, the product is always set by default to full power.","14, 15, 17, 13",entailment,GROUNDED,0.3787,0.2546,0.3666
hilti_hammer_Q025,hilti_hammer.pdf,Location/Definition,What does it signify when the service indicator LED on the combihammer lights up continuously?,End of service interval – servicing is due.,"▶Have the product checked by a trained electrical specialist; have the carbon brushes replaced, if necessary. The service indicator blinks. Damage to the product or ser- vice limit time reached. ▶Have the product repaired by Hilti Service. Disposal Most of the materials from which Hilti tools and appliances are manufactured can be recycled. The materials must be correctly separated before they can be recycled. In many countries, your old tools, machines or appliances can be returned to Hilti for recycling. Ask Hilti Service or your Hilti representative for further information. ▶Do not dispose of power tools, electronic equipment or batteries as household waste!","17, 18, 8, 14, 13",entailment,GROUNDED,0.9862,0.012,0.0018
hilti_hammer_Q029,hilti_hammer.pdf,Conditional Logic/Causal Reasoning,What should I do if the combihammer doesn't have any hammering action because it seems too cold?,"▶ Bring the tip of the accessory tool into contact with the working surface, switch the power tool on and allow it to run. If necessary, repeat the procedure until the hammering mechanism begins to operate.","listed in this table or you are unable to remedy the problem by yourself, please contact Hilti Service. Trouble or fault Possible cause Action to be taken No hammering action. The product is too cold. ▶Bring the tip of the accessory tool into contact with the working surface, switch the power tool on and allow it to run. If necessary, repeat the procedure until the hammering mechanism begins to operate. Product does not develop full power. The extension cord is too long and/or its gauge is inadequate. ▶Use an extension cord of an approved length and/or of adequate gauge. The control switch is not fully pressed.","17, 15, 11, 13",entailment,GROUNDED,0.8707,0.0884,0.0409
hilti_hammer_Q040,hilti_hammer.pdf,Tool/Material Identification,What type of grease should be used when fitting an accessory tool?,Use only genuine Hilti grease.,"*2134960* 2134960 Fitting the accessory tool 6 1.Apply a little grease to the connection end of the accessory tool. ▶Use only genuine Hilti grease. Using the wrong grease can result in damage to the product. 2.Push the accessory tool into the tool holder as far as it will go (until it engages). 3.After fitting the accessory tool, grip it and pull it in order to check that it is securely engaged. ▶The product is ready for use. Removing the accessory tool 6 CAUTION Risk of injury by the accessory tool! The accessory tool might be hot or have sharp edges.","16, 18, 15, 24, 12, 14, 11, 9",entailment,GROUNDED,0.9946,0.0052,0.0002
hilti_hammer_Q044,hilti_hammer.pdf,Location/Definition,"According to the product overview key, what is component (5) described as?",Power reduction button (50% power),"handle grip. Setting the power level (optional) 5 TE 60-ATC/AVR After the supply cord is connected to the AC supply, the product is always set by default to full power. 1.Press the power reduction button. The product runs at reduced power (50 %). ▶The reduced-power LED lights. 2.Press the power reduction button again. The product runs at full power. ▶The reduced-power LED goes out.","14, 16, 10, 12, 8, 9, 20, 19",entailment,GROUNDED,0.9705,0.0287,0.0008
hilti_hammer_Q045,hilti_hammer.pdf,Specification Lookup,What is the weight of the TE 60-ATC/AVR combihammer in accordance with EPTA procedure 01/2003?,7.8 kg,"event of deviations from the rated voltage and for country-specific versions. Please refer to the power tool’s rating plate for details of its voltage, frequency, current and input power ratings. TE 60­AVR TE 60-ATC/AVR Product generation Rated power input 1,350 W 1,350 W Rated current input 7.2 A 7.2 A Weight in accordance with EPTA procedure 01/2003 6.8 kg 7.8 kg Single impact energy in accor- dance with EPTA procedure 05 7.8 J 7.8 J Hammer drill bits, Ø 12 mm … 55 mm 12 mm … 55 mm Ø Breach bits 40 mm … 80 mm 40 mm … 80 mm Ø Percussion core bits 45 mm … 100 mm 45 mm … 100 mm Ø PCM diamond core bits •/• 42 mm … 102 mm Ø drill bits for metal 10 mm … 20 mm 10 mm … 20 mm Ø Drill bits for wood 10 mm … 32 mm 10 mm … 32 mm Chuck TE­Y TE­Y Noise information and vibration values The sound pressure and vibration values given in these instructions were measured in accordance with a standardized test and can be used to compare one power tool with another.","13, 17, 14, 1, 20, 19",neutral,UNCERTAIN,0.0753,0.911,0.0137
hilti_hammer_Q046,hilti_hammer.pdf,Procedural Step Inquiry,What are the steps to correctly position the chisel before starting chiseling work?,1.Set the function selector switch to this symbol: .\n\n2.Rotate the chisel to the desired position.\n3.Set the function selector switch to this symbol: until it engages.,position. The chisel can be adjusted to 24 different positions (in 15° increments). This ensures that flat chisels and shaped chisels can always be set to the optimum working position. 1.Set the function selector switch to this symbol: . 2.Rotate the chisel to the desired position. 3.Set the function selector switch to this symbol: until it engages. ▶The product is ready for use. Chiseling 9 ▶Set the function selector switch to this symbol: .,"15, 16, 17, 14",contradiction,HALLUCINATION,0.4362,0.0637,0.5001
hilti_hammer_Q048,hilti_hammer.pdf,Conditional Logic/Causal Reasoning,What does it mean if the service indicator LED lights up steadily?,End of service interval – servicing is due.,"▶Have the product checked by a trained electrical specialist; have the carbon brushes replaced, if necessary. The service indicator blinks. Damage to the product or ser- vice limit time reached. ▶Have the product repaired by Hilti Service. Disposal Most of the materials from which Hilti tools and appliances are manufactured can be recycled. The materials must be correctly separated before they can be recycled. In many countries, your old tools, machines or appliances can be returned to Hilti for recycling. Ask Hilti Service or your Hilti representative for further information. ▶Do not dispose of power tools, electronic equipment or batteries as household waste!","17, 18, 8, 14, 13",entailment,GROUNDED,0.9862,0.012,0.0018
hilti_hammer_Q055,hilti_hammer.pdf,Conditional Logic/Causal Reasoning,"If the drill bit does not rotate, and the cause is that the function selector switch is not correctly engaged, is set to “Chiseling”, or is set to “Chisel positioning”, what action should be taken?",▶ Move the function selector switch to the “Hammer drilling” position while the motor is not rotating.,"The extension cord is too long and/or its gauge is inadequate. ▶Use an extension cord of an approved length and/or of adequate gauge. The control switch is not fully pressed. ▶Press the control switch as far as it will go. The voltage provided by the electric supply is too low. ▶Connect the combihammer to a different electric supply. The reduced-power (50% power) button is engaged. ▶Press the reduced-power button. The drill bit does not rotate. The function selector switch is not correctly engaged, is set to “Chiseling” , or is set to “Chisel positioning” . ▶Move the function selector switch to the “Hammer drilling” position while the motor is not rotating.","15, 17",entailment,GROUNDED,0.9778,0.0182,0.004
hilti_hammer_Q064,hilti_hammer.pdf,Safety Information Lookup,What does the DANGER! warning signal word signify?,Draws attention to imminent dan g er that will lead to serious p ersonal in j ur y or fatalit y .,imminent danger that will lead to serious personal injury or fatality. WARNING WARNING ! ▶Draws attention to a potential threat of danger that can lead to serious injury or fatality. CAUTION CAUTION ! ▶Draws attention to a potentially dangerous situation that could lead to personal injury or damage to the equipment or other property. Symbols in the operating instructions The following symbols are used in these operating instructions: Comply with the operating instructions Instructions for use and other useful information Dealing with recyclable materials Do not dispose of electric equipment and batteries as household waste Symbols in illustrations The following symbols are used in illustrations: These numbers refer to the illustrations at the beginning of these operating instructions.,"8, 17, 11, 9",entailment,GROUNDED,0.9764,0.0178,0.0058
hilti_hammer_Q073,hilti_hammer.pdf,Specification Lookup,What is the range of Ø drill bits for metal compatible with the TE 60-AVR?,10 mm … 20 mm,"event of deviations from the rated voltage and for country-specific versions. Please refer to the power tool’s rating plate for details of its voltage, frequency, current and input power ratings. TE 60­AVR TE 60-ATC/AVR Product generation Rated power input 1,350 W 1,350 W Rated current input 7.2 A 7.2 A Weight in accordance with EPTA procedure 01/2003 6.8 kg 7.8 kg Single impact energy in accor- dance with EPTA procedure 05 7.8 J 7.8 J Hammer drill bits, Ø 12 mm … 55 mm 12 mm … 55 mm Ø Breach bits 40 mm … 80 mm 40 mm … 80 mm Ø Percussion core bits 45 mm … 100 mm 45 mm … 100 mm Ø PCM diamond core bits •/• 42 mm … 102 mm Ø drill bits for metal 10 mm … 20 mm 10 mm … 20 mm Ø Drill bits for wood 10 mm … 32 mm 10 mm … 32 mm Chuck TE­Y TE­Y Noise information and vibration values The sound pressure and vibration values given in these instructions were measured in accordance with a standardized test and can be used to compare one power tool with another.","13, 20, 9, 19, 14, 15",entailment,GROUNDED,0.5665,0.3191,0.1143
hilti_hammer_Q079,hilti_hammer.pdf,Tool/Material Identification,What specific type of handle is supplied with the product for assistance?,side handle,"correctly engaged, is set to “Chiseling” , or is set to “Chisel positioning” . ▶Move the function selector switch to the “Hammer drilling” position while the motor is not rotating. The drill bit cannot be re- leased. The chuck is not pulled back fully. ▶Pull the tool lock back as far as it will go and remove the accessory tool. The side handle is not fitted cor- rectly. ▶Release the side handle and refit it correctly so that the clamping band and side handle engage in the recess. Product does not start. Interruption in the electric sup- ply. ▶Plug in another electric tool or appliance and check whether The electronic restart interlock is activated after an interruption in the electric supply.","14, 11, 15, 17, 10, 13",entailment,GROUNDED,0.9727,0.0229,0.0043
hilti_hammer_Q080,hilti_hammer.pdf,Tool/Material Identification,What type of plug is featured on the detachable supply cord?,"Supply cord with keyed, releasable plug","of dirty contacts. ▶Connect the detachable electric connector to the electric tool only when it is clean and dry and when the supply cord is unplugged from the power outlet. 1.Push the keyed, detachable electric plug connector into the tool as far as it will go, until it is heard to engage. 2.Plug the supply cord into the power outlet. Disconnecting the detachable supply cord 1.Unplug the supply cord from the power outlet. 2.Press the release button and pull the keyed, detachable electric plug connector out of the socket. 3.Pull the supply cord connector out of the power tool.","16, 12, 9",entailment,GROUNDED,0.9877,0.0077,0.0046
hilti_hammer_Q081,hilti_hammer.pdf,Procedural Step Inquiry,How do I fit the side handle?,1.Release the side handle clamping band by turning the handle grip.\n2.Slide the side handle clamping band over the tool holder from the front and into the recess provided.\n3.Bring the side handle into the desired position.\n4.Tighten the side handle clamping band by turning the handle grip.,"turning the handle grip. 2.Slide the side handle clamping band over the tool holder from the front and into the recess provided. 3.Bring the side handle into the desired position. 4.Tighten the side handle clamping band by turning the handle grip. Fitting the depth gauge (optional) 4 1.Release the side handle clamping band by turning the handle grip. 2.Slide the depth gauge from the front into the 2 guide holes provided. 3.Tighten the side handle clamping band by turning the handle grip. Setting the power level (optional) 5 TE 60-ATC/AVR After the supply cord is connected to the AC supply, the product is always set by default to full power.","14, 15, 17",entailment,GROUNDED,0.3787,0.2546,0.3666
hilti_hammer_Q083,hilti_hammer.pdf,Procedural Step Inquiry,How should chisel positioning be performed?,1.Set the function selector switch to this symbol: .\n\n2.Rotate the chisel to the desired position.\n3.Set the function selector switch to this symbol:  until it engages.,position. The chisel can be adjusted to 24 different positions (in 15° increments). This ensures that flat chisels and shaped chisels can always be set to the optimum working position. 1.Set the function selector switch to this symbol: . 2.Rotate the chisel to the desired position. 3.Set the function selector switch to this symbol: until it engages. ▶The product is ready for use. Chiseling 9 ▶Set the function selector switch to this symbol: .,"15, 16, 17, 14",contradiction,HALLUCINATION,0.4362,0.0637,0.5001
hilti_hammer_Q084,hilti_hammer.pdf,Procedural Step Inquiry,What is the procedure for switching sustained operation on and off?,1.Push the lockbutton for continuous operation forward.\n2.Press the control switch fully.\n3.Push the lockbutton for continuous operation back.,"2134960 *2134960* Switch sustained operation on and off 10 When chiseling, the control switch can be locked in the “on” position. 1.Push the lockbutton for continuous operation forward. 2.Press the control switch fully. ▶The product then runs in sustained operating mode. 3.Push the lockbutton for continuous operation back. ▶The product switches off. Care and maintenance WARNING Electric shock hazard! Attempting care and maintenance with the supply cord connected to a power outlet can lead to severe injury and burns. ▶Always unplug the supply cord before carrying out care and maintenance tasks. Care • Carefully remove stubborn dirt from the tool.","16, 17, 14, 10",entailment,GROUNDED,0.4492,0.1163,0.4345
hilti_hammer_Q087,hilti_hammer.pdf,Location/Definition,What does the symbol with a crossed-out trash can represent?,Do not dispose of electric equipment and batteries as household waste,"▶Have the product checked by a trained electrical specialist; have the carbon brushes replaced, if necessary. The service indicator blinks. Damage to the product or ser- vice limit time reached. ▶Have the product repaired by Hilti Service. Disposal Most of the materials from which Hilti tools and appliances are manufactured can be recycled. The materials must be correctly separated before they can be recycled. In many countries, your old tools, machines or appliances can be returned to Hilti for recycling. Ask Hilti Service or your Hilti representative for further information. ▶Do not dispose of power tools, electronic equipment or batteries as household waste!","18, 8, 17, 9",entailment,GROUNDED,0.993,0.0068,0.0001
hilti_hammer_Q090,hilti_hammer.pdf,Location/Definition,What does the symbol depicting a drill bit without impact waves mean on the product?,Drilling without hammering action,"hidden wiring or its own cord. Cutting accessory contacting a ""live"" wire may make exposed metal parts of the power tool ""live"" and could give the operator an electric shock. Safety instructions when using long drill bits with rotary hammers ▶Always start drilling at low speed and with the bit tip in contact with the workpiece. At higher speeds, the bit is likely to bend if allowed to rotate freely without contacting the workpiece, resulting in personal injury. ▶Apply pressure only in direct line with the bit and do not apply excessive pressure. Bits can bend causing breakage or loss of control, resulting in personal injury.","15, 11, 13, 9",entailment,GROUNDED,0.9644,0.0342,0.0014
hilti_hammer_Q091,hilti_hammer.pdf,Conditional Logic/Causal Reasoning,What should I do if the product doesn't start and I suspect an interruption in the electric supply?,Plug in another electric tool or appliance and check whether it works.,"2134960 *2134960* Trouble or fault Possible cause Action to be taken Product does not start. The detachable supply cord is not fitted correctly. ▶Fit the detachable supply cord to the power tool correctly. Generator with sleep mode. ▶Apply a load to the generator by connecting a second power consumer (e.g. worklight). After this, switch the product off and then on again. The service indicator lights. The carbon brushes are worn. ▶Have the product checked by a trained electrical specialist; have the carbon brushes replaced, if necessary. The service indicator blinks. Damage to the product or ser- vice limit time reached.","17, 16, 18, 12",entailment,GROUNDED,0.979,0.0208,0.0001
hilti_hammer_Q094,hilti_hammer.pdf,Conditional Logic/Causal Reasoning,What might be the cause if the drill bit does not rotate?,"The function selector switch is not correctly engaged, is set to “Chiseling”, or is set to “Chisel positioning” .","The extension cord is too long and/or its gauge is inadequate. ▶Use an extension cord of an approved length and/or of adequate gauge. The control switch is not fully pressed. ▶Press the control switch as far as it will go. The voltage provided by the electric supply is too low. ▶Connect the combihammer to a different electric supply. The reduced-power (50% power) button is engaged. ▶Press the reduced-power button. The drill bit does not rotate. The function selector switch is not correctly engaged, is set to “Chiseling” , or is set to “Chisel positioning” . ▶Move the function selector switch to the “Hammer drilling” position while the motor is not rotating.","15, 17, 16, 11",entailment,GROUNDED,0.988,0.0096,0.0023
hilti_hammer_Q099,hilti_hammer.pdf,Safety Information Lookup,What risk is associated with touching the accessory tool when changing it?,Touching the accessory tool can result\n\nin cuts and burns.,"into contact with a live wire, metal parts of the power tool can also become live, resulting in an electric shock. ▶Do not touch rotating parts – risk of injury! ▶Wear eye protection, a hard hat and ear protection and suitable respiratory protection while the product is in use. ▶Wear protective gloves when changing the accessory tool. Touching the accessory tool can result in cuts and burns. ▶Wear eye protection. Flying fragments can injure the body and eyes. ▶Dust produced by grinding, sanding, cutting and drilling can contain dangerous chemicals. Some examples are: lead or lead-based paints; brick, concrete and other masonry products, natural stone and other products containing silicates; certain types of wood, such as oak, beech and chemically treated wood; asbestos or materials that contain asbestos.","11, 15, 10",entailment,GROUNDED,0.9733,0.0257,0.001
hilti_hammer_Q106,hilti_hammer.pdf,Specification Lookup,What protection class is indicated by a symbol on the product?,Protection class II (double-insulated),imminent danger that will lead to serious personal injury or fatality. WARNING WARNING ! ▶Draws attention to a potential threat of danger that can lead to serious injury or fatality. CAUTION CAUTION ! ▶Draws attention to a potentially dangerous situation that could lead to personal injury or damage to the equipment or other property. Symbols in the operating instructions The following symbols are used in these operating instructions: Comply with the operating instructions Instructions for use and other useful information Dealing with recyclable materials Do not dispose of electric equipment and batteries as household waste Symbols in illustrations The following symbols are used in illustrations: These numbers refer to the illustrations at the beginning of these operating instructions.,"14, 11, 10, 8, 9",neutral,UNCERTAIN,0.1667,0.4798,0.3534
hilti_hammer_Q122,hilti_hammer.pdf,Location/Definition,What action is indicated by the product symbol that depicts a hammer and a drill bit?,Drilling with hammering action (hammer drilling),"hidden wiring or its own cord. Cutting accessory contacting a ""live"" wire may make exposed metal parts of the power tool ""live"" and could give the operator an electric shock. Safety instructions when using long drill bits with rotary hammers ▶Always start drilling at low speed and with the bit tip in contact with the workpiece. At higher speeds, the bit is likely to bend if allowed to rotate freely without contacting the workpiece, resulting in personal injury. ▶Apply pressure only in direct line with the bit and do not apply excessive pressure. Bits can bend causing breakage or loss of control, resulting in personal injury.","15, 11, 13, 9, 12",entailment,GROUNDED,0.9851,0.0142,0.0007
hilti_hammer_Q131,hilti_hammer.pdf,Safety Information Lookup,What is the primary purpose of a 'WARNING' alert in the product documentation?,▶ Draws attention to a p otential threat of dan g er that can lead to serious in j ur y or fatalit y .,"for the latest version on the product’s page on Hilti’s website. To do this, follow the link or scan the QR code in this documentation, marked with the symbol . • Ensure that these operating instructions are with the product when it is given to other persons. Explanation of symbols Warnings Warnings alert persons to hazards that occur when handling or using the product. The following signal words are used: DANGER DANGER ! ▶Draws attention to imminent danger that will lead to serious personal injury or fatality. WARNING WARNING ! ▶Draws attention to a potential threat of danger that can lead to serious injury or fatality.","8, 11, 10, 9",entailment,GROUNDED,0.9602,0.0347,0.005
hilti_hammer_Q132,hilti_hammer.pdf,Safety Information Lookup,"What specific hazard is associated with operating power tools in explosive atmospheres, such as near flammable liquids, gases, or dust?",Power tools create sparks which may ignite the dust or fumes.,"area clean and well lit. Cluttered or dark areas invite accidents. ▶Do not operate power tools in explosive atmospheres, such as in the presence of flammable liquids, gases or dust. Power tools create sparks which may ignite the dust or fumes. ▶Keep children and bystanders away while operating a power tool. Distractions can cause you to lose control. Electrical safety ▶Power tool plugs must match the outlet. Never modify the plug in any way. Do not use any adapter plugs with earthed (grounded) power tools. Unmodified plugs and matching outlets will reduce risk of electric shock. ▶Avoid body contact with earthed or grounded surfaces, such as pipes, radiators, ranges and refrigerators.","10, 9, 11, 12",entailment,GROUNDED,0.9911,0.0076,0.0014
hilti_hammer_Q135,hilti_hammer.pdf,Safety Information Lookup,"What is the primary risk associated with inadvertent starting of the product during adjustments or accessory changes, as stated under 'Preparations at the workplace'?",Risk of injury!,imminent danger that will lead to serious personal injury or fatality. WARNING WARNING ! ▶Draws attention to a potential threat of danger that can lead to serious injury or fatality. CAUTION CAUTION ! ▶Draws attention to a potentially dangerous situation that could lead to personal injury or damage to the equipment or other property. Symbols in the operating instructions The following symbols are used in these operating instructions: Comply with the operating instructions Instructions for use and other useful information Dealing with recyclable materials Do not dispose of electric equipment and batteries as household waste Symbols in illustrations The following symbols are used in illustrations: These numbers refer to the illustrations at the beginning of these operating instructions.,"8, 11, 14, 15, 10",entailment,GROUNDED,0.9934,0.0061,0.0006
makita_drill_Q002,makita_drill.pdf,Specification Lookup,What is the rated voltage for the XFD12 model?,D.C. 18 V,"ENGLISH ENGLISH (Original instructions) SPECIFICATIONS Model: XFD12 Drilling capacities Steel 13 mm (1/2"") Wood 38 mm (1-1/2"") Fastening capacities Wood screw 10 mm x 90 mm (3/8"" x 3-1/2"") Machine screw M6 (1/4"") No load speed (RPM) High (2) 0 - 2,000 /min Low (1) 0 - 500 /min Overall length 172 mm (6-3/4"") Rated voltage D.C. 18 V Standard battery cartridge BL1815N, BL1820B BL1830, BL1830B, BL1840B, BL1850B, BL1860B Net weight 1.5 kg (3.4 lbs) 1.8 kg (3.9 lbs) • Due to our continuing program of research and development, the specifications herein are subject to change without notice. • Specifications and battery cartridge may differ from country to country.","3, 2, 10, 1",entailment,GROUNDED,0.9522,0.0459,0.002
makita_drill_Q003,makita_drill.pdf,Specification Lookup,What is the net weight of the XFD12 model when using a BL1815N battery cartridge?,1.5 kg (3.4 lbs),"ENGLISH Indicating the remaining battery capacity Only for battery cartridges with ""B"" at the end of the model number ► 1. Indicator lamps 2. Check button Press the check button on the battery cartridge to indi- cate the remaining battery capacity. The indicator lamps light up for few seconds. Indicator lamps Remaining capacity Lighted Off Blinking 75% to 100% 50% to 75% 25% to 50% 0% to 25% Charge the battery. The battery may have malfunctioned. NOTE: Depending on the conditions of use and the ambient temperature, the indication may differ slightly from the actual capacity. Tool / battery protection system The tool is equipped with a tool/battery protection sys- tem.","10, 2, 7, 16, 5, 4",entailment,GROUNDED,0.9818,0.0132,0.005
makita_drill_Q007,makita_drill.pdf,Tool/Material Identification,What should I use to wipe dirt off the lens of the lamp?,Use a dry cloth to wipe the dirt off the lens of\nthe lamp.,"flashing. In this case, release the switch trigger. The lamp turns off in one minute. NOTE: Use a dry cloth to wipe the dirt off the lens of the lamp. Be careful not to scratch the lens of lamp, or Reversing switch action A B ► 1. Reversing switch lever CAUTION: Always check the direction of rotation before operation. CAUTION: Use the reversing switch only after the tool comes to a complete stop. Changing the direction of rotation before the tool stops may dam- age the tool. CAUTION: When not operating the tool, always set the reversing switch lever to the neu- tral position.","6, 3, 2, 15, 20",entailment,GROUNDED,0.9766,0.0208,0.0026
makita_drill_Q010,makita_drill.pdf,Tool/Material Identification,What is used to secure the hook to the tool housing?,a screw,"at the marking. Before actual operation, drive a trial screw into your material or a piece of duplicate material to determine which torque level is required for a particular application. The following shows the rough guide of the relationship between the screw size and graduation. Graduation Machine screw M4 M5 M6 Wood screw Soft wood (e.g. pine) – ɸ3.5 x 22 ɸ4.1x 38 – Hard wood (e.g. lauan) – ɸ3.5 x 22 ɸ4.1x 38 – ASSEMBLY CAUTION: Always be sure that the tool is switched off and the battery cartridge is removed before carrying out any work on the tool.","7, 8, 3",entailment,GROUNDED,0.9942,0.005,0.0008
makita_drill_Q011,makita_drill.pdf,Procedural Step Inquiry,How do I perform a screwdriving operation with this tool?,Place the point of the driver bit in the screw head and\napply pressure to the tool. Start the tool slowly and then\nincrease the speed gradually. Release the switch trigger\nas soon as the clutch cuts in.,"the other hand on the bottom of the battery cartridge to control the twisting action. Screwdriving operation CAUTION: Adjust the adjusting ring to the proper torque level for your work. CAUTION: Make sure that the driver bit is inserted straight in the screw head, or the screw and/or driver bit may be damaged. Place the point of the driver bit in the screw head and apply pressure to the tool. Start the tool slowly and then increase the speed gradually. Release the switch trigger as soon as the clutch cuts in. NOTE: When driving wood screw, pre-drill a pilot hole 2/3 the diameter of the screw.","8, 5, 6, 7",entailment,GROUNDED,0.4939,0.4827,0.0234
makita_drill_Q019,makita_drill.pdf,Location/Definition,What is the function of the adjusting ring on the tool?,The fastening torque can be adjusted in 22 levels by turning the adjusting ring.,"ENGLISH Adjusting the fastening torque ► 1. Adjusting ring 2. Graduation 3. Arrow The fastening torque can be adjusted in 22 levels by turning the adjusting ring. Align the graduations with the arrow on the tool body. You can get the minimum fastening torque at 1 and maximum torque at marking. The clutch will slip at various torque levels when set at the number 1 to 21. The clutch does not work at the marking. Before actual operation, drive a trial screw into your material or a piece of duplicate material to determine which torque level is required for a particular application.","7, 8, 6",entailment,GROUNDED,0.9898,0.009,0.0012
makita_drill_Q020,makita_drill.pdf,Location/Definition,What is the purpose of the hook that can be installed on the tool?,The hook is convenient for temporarily hanging the tool.,"the chuck. To remove the driver bit/drill bit, turn the sleeve counterclockwise. Installing hook ► 1. Groove 2. Hook 3. Screw The hook is convenient for temporarily hanging the tool. This can be installed on either side of the tool. To install the hook, insert it into a groove in the tool housing on either side and then secure it with a screw. To remove, loosen the screw and then take it out.","7, 8, 3, 2, 4",entailment,GROUNDED,0.9908,0.008,0.0012
